Year,Make,Model,Condition,Price,Consumer_Rating,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,375 ",5,,,,,,,,,,
2008,Honda,Accord EX,Used,"$8,991 ",4.5,,,,,,,,,,
2021,Honda,CR-V Touring,Used,"$30,695 ",5,,,,,,,,,,
2016,Honda,Civic Touring,Used,"$16,588 ",4.5,,,,,,,,,,
2020,Honda,Pilot Black Edition,Used,"$39,375 ",4.7,,,,,,,,,,
2018,Honda,Civic Sport Touring,Used,"$20,995 ",4.8,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$29,195 ",5,,,,,,,,,,
2020,Honda,Pilot LX,Honda Certified,"$30,890 ",4.7,,,,,,,,,,
2022,Honda,Civic Sport Touring,New,"$31,739 ",4.5,,,,,,,,,,
2020,Honda,Accord Hybrid Touring,Used,"$26,895 ",4.5,,,,,,,,,,
2019,Honda,Accord LX,Honda Certified,"$23,498 ",4.9,,,,,,,,,,
2023,Honda,Passport EX-L,New,"$42,790 ",4.9,,,,,,,,,,
2019,Honda,Insight EX,Used,"$21,514 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport SE,Used,"$29,998 ",3.8,,,,,,,,,,
2013,Honda,Insight,Used,"$12,490 ",5,,,,,,,,,,
2019,Honda,Pilot EX-L,Honda Certified,"$29,496 ",3.9,,,,,,,,,,
2020,Honda,Pilot Touring 8-Passenger,Used,"$34,500 ",4.5,,,,,,,,,,
2020,Honda,Pilot Touring 7-Passenger,Used,"$33,450 ",4,,,,,,,,,,
2021,Honda,Accord Touring 2.0T,Used,"$31,203 ",4.6,,,,,,,,,,
2021,Honda,Passport Touring,Honda Certified,"$37,547 ",4.8,,,,,,,,,,
2022,Honda,Pilot Special Edition,Used,"$36,975 ",5,,,,,,,,,,
2015,Honda,CR-V Touring,Used,"$17,999 ",4.4,,,,,,,,,,
2019,Honda,Pilot EX-L,Used,"$28,500 ",4.7,,,,,,,,,,
2020,Honda,Civic EX,Used,"$23,495 ",4.6,,,,,,,,,,
2019,Honda,Accord Hybrid Touring,Used,"$28,250 ",4.3,,,,,,,,,,
2020,Honda,Odyssey Elite,Used,"$40,400 ",4.7,,,,,,,,,,
2022,Honda,Odyssey EX-L,Used,"$39,658 ",4.3,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Used,"$27,995 ",4.9,,,,,,,,,,
2021,Honda,Pilot EX-L,Honda Certified,"$34,945 ",4.9,,,,,,,,,,
2019,Honda,HR-V EX,Used,"$25,995 ",4.6,,,,,,,,,,
2021,Honda,Civic Type R Touring,Used,"$41,425 ",4.6,,,,,,,,,,
2017,Honda,Pilot EX-L,Used,"$25,590 ",4,,,,,,,,,,
2017,Honda,Pilot EX-L,Honda Certified,"$25,194 ",3.9,,,,,,,,,,
2019,Honda,Pilot Touring 7-Passenger,Honda Certified,"$34,633 ",4.8,,,,,,,,,,
2014,Honda,Civic LX,Used,"$17,897 ",4.9,,,,,,,,,,
2020,Honda,Civic Si Base,Used,"$27,900 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,Honda Certified,"$44,994 ",5,,,,,,,,,,
2022,Honda,Civic Si Base,Used,"$30,724 ",5,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$25,986 ",5,,,,,,,,,,
2018,Honda,Civic Type R Touring,Used,"$33,800 ",4.5,,,,,,,,,,
2019,Honda,Pilot Elite,Used,"$37,998 ",4.7,,,,,,,,,,
2019,Honda,HR-V LX,Used,"$23,590 ",4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",4.5,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Touring,Used,"$23,485 ",4.7,,,,,,,,,,
2022,Honda,Civic Si Base,Used,"$34,490 ",4.8,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$27,870 ",4.8,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$30,945 ",4,,,,,,,,,,
2022,Honda,CR-V EX,Used,"$34,998 ",4.8,,,,,,,,,,
2018,Honda,Ridgeline RTL-E,Used,"$32,326 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 2.0T,New,"$35,150 ",5,,,,,,,,,,
2021,Honda,Ridgeline RTL,Used,"$37,600 ",4.7,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,420 ",4.4,,,,,,,,,,
2019,Honda,Passport Touring,Used,"$26,129 ",4.7,,,,,,,,,,
2020,Honda,Odyssey Elite,Used,"$39,940 ",4.7,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$39,770 ",4.6,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$24,990 ",4.7,,,,,,,,,,
2016,Honda,Odyssey SE,Used,"$17,690 ",4.7,,,,,,,,,,
2020,Honda,Passport Touring,Honda Certified,"$37,790 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2018,Honda,Pilot EX-L,Used,"$26,200 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",2.9,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$29,075 ",2.9,,,,,,,,,,
2022,Honda,Accord Sport SE,New,"$30,960 ",2.9,,,,,,,,,,
2007,Honda,Accord EX-L,Used,"$8,800 ",4.1,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$23,700 ",5,,,,,,,,,,
2022,Honda,Pilot Sport,New,Not Priced,2.8,,,,,,,,,,
2022,Honda,Accord LX 1.5T,New,"$28,010 ",4.4,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,025 ",4.9,,,,,,,,,,
2022,Honda,CR-V EX-L,Honda Certified,"$33,886 ",4.3,,,,,,,,,,
2017,Honda,Odyssey EX-L,Used,"$24,998 ",3.8,,,,,,,,,,
2022,Honda,Accord Hybrid Touring,Honda Certified,"$37,754 ",4.9,,,,,,,,,,
2021,Honda,Civic EX,Used,"$26,700 ",4.4,,,,,,,,,,
2013,Honda,Civic Hybrid Base w/Leather (CVT),Used,"$10,456 ",2.9,,,,,,,,,,
2022,Honda,HR-V EX,Used,"$26,416 ",1.5,,,,,,,,,,
2022,Honda,HR-V LX,Used,"$24,087 ",1.5,,,,,,,,,,
2021,Honda,Pilot Elite,Used,"$44,798 ",4.8,,,,,,,,,,
2022,Honda,HR-V EX,Used,"$25,802 ",1.5,,,,,,,,,,
2019,Honda,Accord Hybrid EX-L,Used,"$27,200 ",4.3,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$29,195 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,850 ",4.4,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$29,150 ",4.6,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport Touring,New,"$40,240 ",4.9,,,,,,,,,,
2014,Honda,CR-V EX-L,Used,"$16,999 ",4.5,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$31,500 ",4.7,,,,,,,,,,
2017,Honda,Civic Sport,Used,"$22,990 ",4.8,,,,,,,,,,
2022,Honda,Civic Touring,Used,"$30,992 ",4.6,,,,,,,,,,
2018,Honda,Civic LX,Used,"$20,990 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,500 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$41,915 ",4.8,,,,,,,,,,
2022,Honda,Civic EX-L,New,"$28,688 ",4.6,,,,,,,,,,
2012,Honda,Civic EX,Used,"$12,999 ",4.5,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,470 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$43,580 ",4.9,,,,,,,,,,
2021,Honda,CR-V Hybrid Touring,Used,"$35,664 ",2.8,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,165 ",4.9,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$33,993 ",5,,,,,,,,,,
2021,Honda,Pilot Special Edition,Honda Certified,"$37,375 ",4.7,,,,,,,,,,
2019,Honda,Insight Touring,Used,"$26,699 ",4.8,,,,,,,,,,
2020,Honda,CR-V Hybrid EX,Used,"$31,033 ",5,,,,,,,,,,
2023,Honda,Accord EX,New,"$31,160 ",5,,,,,,,,,,
2021,Honda,HR-V EX,Used,"$28,804 ",4.7,,,,,,,,,,
2018,Honda,Civic Sport,Honda Certified,"$19,500 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.6,,,,,,,,,,
2015,Honda,Pilot SE,Used,"$23,990 ",4,,,,,,,,,,
2017,Honda,Civic Touring,Used,"$19,117 ",4.4,,,,,,,,,,
2018,Honda,Accord EX,Used,"$22,978 ",4.7,,,,,,,,,,
2019,Honda,Insight Touring,Used,"$21,599 ",4.7,,,,,,,,,,
2022,Honda,Accord Touring 2.0T,Honda Certified,"$37,495 ",5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$29,614 ",3.8,,,,,,,,,,
2020,Honda,Passport Sport,Honda Certified,"$31,499 ",5,,,,,,,,,,
2021,Honda,Accord Hybrid EX,Used,"$27,500 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,Used,"$35,899 ",5,,,,,,,,,,
2020,Honda,CR-V LX,Honda Certified,"$26,779 ",4.8,,,,,,,,,,
2021,Honda,Accord Hybrid Base,Used,"$26,995 ",4.3,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$44,990 ",4.6,,,,,,,,,,
2018,Honda,Odyssey EX-L,Used,"$26,995 ",4.6,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$29,995 ",4.6,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$26,992 ",4.7,,,,,,,,,,
2008,Honda,Civic LX,Used,"$4,995 ",4,,,,,,,,,,
2019,Honda,Odyssey LX,Used,"$24,437 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$51,420 ",3.9,,,,,,,,,,
2015,Honda,Accord LX,Used,"$15,999 ",4.5,,,,,,,,,,
2020,Honda,Pilot Touring 8-Passenger,Used,"$35,947 ",4.9,,,,,,,,,,
2020,Honda,Pilot Touring 8-Passenger,Honda Certified,"$35,674 ",4.9,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$51,830 ",3.9,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,450 ",2.4,,,,,,,,,,
2023,Honda,Pilot Sport,New,Not Priced,3.9,,,,,,,,,,
2018,Honda,Ridgeline RTL-E,Used,"$30,452 ",4.9,,,,,,,,,,
2019,Honda,Ridgeline RTL-E,Used,"$36,675 ",4.5,,,,,,,,,,
2019,Honda,HR-V Sport,Used,"$22,990 ",4.7,,,,,,,,,,
2002,Honda,CR-V EX,Used,"$6,990 ",3.9,,,,,,,,,,
2017,Honda,Ridgeline RTL-E,Used,"$16,995 ",4.7,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",5,,,,,,,,,,
2022,Honda,CR-V Touring,Honda Certified,"$35,598 ",4.5,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",3,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,600 ",4.5,,,,,,,,,,
2021,Honda,Pilot Touring 7-Passenger,Honda Certified,"$38,295 ",4.4,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,405 ",4.7,,,,,,,,,,
2016,Honda,CR-V EX-L,Used,"$21,418 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$47,525 ",4.7,,,,,,,,,,
2022,Honda,CR-V Special Edition,Used,"$32,995 ",4.2,,,,,,,,,,
2022,Honda,CR-V EX,Used,"$30,985 ",5,,,,,,,,,,
2010,Honda,Accord LX-P,Used,"$8,862 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$41,905 ",4.4,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$30,199 ",4.6,,,,,,,,,,
2021,Honda,HR-V EX,Used,"$23,999 ",5,,,,,,,,,,
2021,Honda,Passport Sport,Used,"$31,895 ",4.8,,,,,,,,,,
2016,Honda,Pilot EX,Used,"$19,995 ",4.6,,,,,,,,,,
2021,Honda,Pilot EX,Used,"$28,748 ",4.2,,,,,,,,,,
2023,Honda,CR-V EX,New,"$32,855 ",4.8,,,,,,,,,,
2017,Honda,Accord LX,Used,"$13,895 ",4.8,,,,,,,,,,
2017,Honda,Pilot Touring,Used,"$27,899 ",4.6,,,,,,,,,,
2017,Honda,Pilot EX,Used,"$20,799 ",4.7,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$29,040 ",4.6,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$33,165 ",5,,,,,,,,,,
2022,Honda,Passport Elite,New,"$47,620 ",4.9,,,,,,,,,,
2016,Honda,HR-V EX,Used,"$18,495 ",5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",5,,,,,,,,,,
2005,Honda,Odyssey Touring,Used,"$6,333 ",4.1,,,,,,,,,,
2010,Honda,Civic Hybrid,Used,"$6,995 ",4.3,,,,,,,,,,
2012,Honda,CR-Z EX,Used,"$8,995 ",4.9,,,,,,,,,,
2010,Honda,Fit Sport,Used,"$10,495 ",4.8,,,,,,,,,,
2016,Honda,Pilot EX-L,Used,"$19,793 ",4.2,,,,,,,,,,
2022,Honda,CR-V Touring,Used,"$36,977 ",4.9,,,,,,,,,,
2021,Honda,Clarity Plug-In Hybrid Base,Used,"$25,995 ",4.4,,,,,,,,,,
2017,Honda,Civic Si,Used,"$22,784 ",4.8,,,,,,,,,,
2017,Honda,Accord Hybrid Base,Used,"$19,995 ",4.8,,,,,,,,,,
2020,Honda,Insight Touring,Used,"$25,329 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline Black Edition,New,"$48,990 ",4.6,,,,,,,,,,
2023,Honda,CR-V EX,New,"$36,750 ",4.6,,,,,,,,,,
2018,Honda,Civic Touring,Used,"$23,064 ",5,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$32,560 ",5,,,,,,,,,,
2023,Honda,Odyssey Sport,New,"$42,900 ",4.9,,,,,,,,,,
2018,Honda,Odyssey Elite,Used,"$30,530 ",4.5,,,,,,,,,,
2013,Honda,CR-V EX-L,Used,"$19,590 ",4,,,,,,,,,,
2012,Honda,CR-V EX,Used,"$12,990 ",4.5,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$24,964 ",2.4,,,,,,,,,,
2023,Honda,Ridgeline Black,New,"$53,915 ",5,,,,,,,,,,
2023,Honda,Civic Si Base,New,"$35,645 ",5,,,,,,,,,,
2022,Honda,Pilot Touring 7-Passenger,Used,"$42,988 ",4.4,,,,,,,,,,
2016,Honda,CR-V SE,Used,"$19,998 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",5,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$24,999 ",5,,,,,,,,,,
2017,Honda,Civic LX,Used,"$17,950 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$32,000 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$31,000 ",5,,,,,,,,,,
2019,Honda,Civic Si Base,Used,"$26,415 ",4.7,,,,,,,,,,
2015,Honda,CR-V EX-L,Used,"$21,949 ",4.6,,,,,,,,,,
2022,Honda,Passport Elite,New,"$46,655 ",4.6,,,,,,,,,,
2023,Honda,Pilot Elite,New,"$53,375 ",5,,,,,,,,,,
2019,Honda,Accord Sport,Used,"$23,998 ",4.8,,,,,,,,,,
2019,Honda,Passport Sport,Honda Certified,"$29,098 ",4.8,,,,,,,,,,
2019,Honda,Civic LX,Used,"$20,980 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$41,770 ",4.7,,,,,,,,,,
2022,Honda,Passport Elite,New,"$50,907 ",4.9,,,,,,,,,,
2019,Honda,Civic LX,Used,"$18,997 ",4.9,,,,,,,,,,
2017,Honda,Accord EX-L,Used,"$21,262 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",5,,,,,,,,,,
2022,Honda,Ridgeline Black Edition,Used,"$43,342 ",4.6,,,,,,,,,,
2017,Honda,Pilot Elite,Used,"$25,500 ",4.9,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,New,"$36,887 ",4.8,,,,,,,,,,
2021,Honda,CR-V EX,Used,"$25,889 ",5,,,,,,,,,,
2019,Honda,Accord LX,Used,"$22,999 ",4.5,,,,,,,,,,
2009,Honda,Accord EX-L,Used,"$7,990 ",4.3,,,,,,,,,,
2021,Honda,Pilot Special Edition,Honda Certified,"$37,498 ",4.9,,,,,,,,,,
2022,Honda,Pilot Sport,Honda Certified,"$36,995 ",5,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$46,400 ",4.4,,,,,,,,,,
2014,Honda,Civic EX,Used,"$11,979 ",3.9,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$24,998 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Honda Certified,"$31,994 ",3.9,,,,,,,,,,
2021,Honda,Pilot Special Edition,Used,"$37,591 ",4.4,,,,,,,,,,
2020,Honda,Insight EX,Honda Certified,"$25,966 ",4.7,,,,,,,,,,
2022,Honda,Accord Hybrid Sport,Used,"$33,495 ",5,,,,,,,,,,
2014,Honda,Pilot EX-L,Used,"$15,990 ",4.7,,,,,,,,,,
2021,Honda,Civic Sport Touring,Used,"$29,852 ",4.7,,,,,,,,,,
2021,Honda,Pilot EX-L,Used,"$35,468 ",4.8,,,,,,,,,,
2018,Honda,Clarity Plug-In Hybrid Base,Used,"$21,390 ",4.7,,,,,,,,,,
2021,Honda,Pilot Elite,Used,"$37,250 ",5,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$49,320 ",5,,,,,,,,,,
2020,Honda,Ridgeline RTL,Used,"$32,425 ",4.9,,,,,,,,,,
2006,Honda,CR-V LX,Used,"$6,995 ",4.6,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$39,133 ",4.8,,,,,,,,,,
2022,Honda,Accord Hybrid Base,Used,"$32,785 ",5,,,,,,,,,,
2021,Honda,CR-V EX,Honda Certified,"$28,053 ",4.8,,,,,,,,,,
2018,Honda,Ridgeline Sport,Used,"$27,590 ",4.7,,,,,,,,,,
2019,Honda,Ridgeline RTL,Used,"$27,498 ",3.3,,,,,,,,,,
2015,Honda,CR-Z 3dr CVT,Used,"$13,990 ",4.2,,,,,,,,,,
2014,Honda,Odyssey Touring Elite,Used,"$16,600 ",4.4,,,,,,,,,,
2021,Honda,CR-V LX,Honda Certified,"$28,999 ",4.8,,,,,,,,,,
2022,Honda,Civic Sport Touring,Honda Certified,"$29,835 ",4.8,,,,,,,,,,
2021,Honda,Odyssey Elite,Honda Certified,"$44,016 ",4.8,,,,,,,,,,
2022,Honda,Passport EX-L,Used,"$35,500 ",5,,,,,,,,,,
2008,Honda,Pilot SE,Used,"$7,499 ",4.6,,,,,,,,,,
2021,Honda,Ridgeline RTL,Used,"$38,330 ",4.6,,,,,,,,,,
2019,Honda,Insight EX,Used,"$21,000 ",4.9,,,,,,,,,,
2018,Honda,Pilot LX,Used,"$23,988 ",5,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,545 ",5,,,,,,,,,,
2022,Honda,Pilot Special Edition,New,"$44,205 ",5,,,,,,,,,,
2021,Honda,Ridgeline Sport,Used,"$36,000 ",4.9,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",5,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$35,981 ",4.2,,,,,,,,,,
2015,Honda,Accord EX,Used,"$17,978 ",4.8,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",4.4,,,,,,,,,,
2010,Honda,CR-V EX,Used,"$9,900 ",4.5,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,500 ",4.9,,,,,,,,,,
2018,Honda,Ridgeline Sport,Used,"$28,590 ",4.8,,,,,,,,,,
2017,Honda,Civic Type R Touring,Used,"$35,885 ",4.6,,,,,,,,,,
2022,Honda,Accord Sport SE,Used,"$31,873 ",4.6,,,,,,,,,,
2022,Honda,Passport TrailSport,New,"$47,265 ",5,,,,,,,,,,
2023,Honda,HR-V Sport,New,"$29,150 ",4.6,,,,,,,,,,
2020,Honda,Pilot EX-L,Used,"$32,983 ",4.6,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$48,005 ",4.7,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,420 ",4.7,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",4.4,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$23,625 ",4.9,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$45,975 ",4.9,,,,,,,,,,
2022,Honda,Passport TrailSport,Used,"$37,000 ",4.9,,,,,,,,,,
2022,Honda,Civic Si Si,Used,"$32,516 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport Touring,New,"$31,645 ",5,,,,,,,,,,
2021,Honda,CR-V Special Edition,Used,"$31,998 ",4.9,,,,,,,,,,
2022,Honda,HR-V Sport,New,"$25,045 ",4.5,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,470 ",4.9,,,,,,,,,,
2016,Honda,Civic EX-L,Used,"$18,850 ",4.8,,,,,,,,,,
2023,Honda,Pilot Sport,New,"$42,595 ",4.2,,,,,,,,,,
2020,Honda,Passport EX-L,Used,"$30,977 ",4.9,,,,,,,,,,
1997,Honda,Prelude,Used,"$16,995 ",4.7,,,,,,,,,,
2005,Honda,CR-V EX,Used,"$9,995 ",4.4,,,,,,,,,,
2022,Honda,Pilot TrailSport,New,"$46,105 ",4.9,,,,,,,,,,
2014,Honda,Accord Sport,Used,"$13,500 ",4.7,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$28,000 ",4.6,,,,,,,,,,
2018,Honda,Accord EX,Used,"$23,460 ",4.8,,,,,,,,,,
2023,Honda,Civic Si Base,New,Not Priced,1.4,,,,,,,,,,
2023,Honda,Civic Si Base,New,"$34,595 ",4.1,,,,,,,,,,
2023,Honda,CR-V Hybrid Sport,New,"$34,700 ",5,,,,,,,,,,
2018,Honda,Accord Touring,Used,"$23,990 ",4,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$28,970 ",4.8,,,,,,,,,,
2023,Honda,Civic Si Base,New,"$29,590 ",4.8,,,,,,,,,,
2020,Honda,Odyssey EX,Used,"$30,999 ",5,,,,,,,,,,
2021,Honda,Accord Hybrid Touring,Used,"$33,488 ",5,,,,,,,,,,
2022,Honda,Pilot Sport,New,"$42,970 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,510 ",4.7,,,,,,,,,,
2016,Honda,Pilot EX,Used,"$20,500 ",4.9,,,,,,,,,,
2013,Honda,Accord EX-L,Used,"$12,995 ",5,,,,,,,,,,
2021,Honda,Civic Sport,Used,"$22,995 ",5,,,,,,,,,,
2018,Honda,Accord LX,Used,"$22,995 ",4.4,,,,,,,,,,
2017,Honda,Accord Sport SE,Used,"$22,988 ",4.8,,,,,,,,,,
2023,Honda,Odyssey Touring,New,"$45,938 ",4.8,,,,,,,,,,
2014,Honda,CR-V EX-L,Used,"$17,496 ",4.8,,,,,,,,,,
2021,Honda,Passport Touring,Used,"$39,992 ",5,,,,,,,,,,
2022,Honda,Passport Elite,New,"$45,911 ",4.7,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$27,913 ",3.9,,,,,,,,,,
2013,Honda,Accord LX-S,Used,"$16,999 ",4.5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$36,900 ",4.6,,,,,,,,,,
2023,Honda,Odyssey Elite,New,"$50,420 ",4.8,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$31,897 ",4.8,,,,,,,,,,
2017,Honda,Civic EX-T,Used,"$17,999 ",4.8,,,,,,,,,,
2023,Honda,Civic Sport,New,"$26,145 ",5,,,,,,,,,,
2018,Honda,Accord Sport 2.0T,Used,"$24,500 ",5,,,,,,,,,,
2023,Honda,Odyssey EX-L,New,"$42,360 ",4.9,,,,,,,,,,
2021,Honda,Pilot Elite,Used,"$43,375 ",4.7,,,,,,,,,,
2020,Honda,Pilot EX-L,Honda Certified,"$32,375 ",4.7,,,,,,,,,,
2020,Honda,Accord LX 1.5T,Honda Certified,"$25,995 ",4.8,,,,,,,,,,
2021,Honda,CR-V EX,Used,"$31,000 ",4.2,,,,,,,,,,
2019,Honda,Odyssey EX-L,Honda Certified,"$36,544 ",4.8,,,,,,,,,,
2016,Honda,CR-V EX,Used,"$22,997 ",4.6,,,,,,,,,,
2019,Honda,Pilot Touring 8-Passenger,Honda Certified,"$35,950 ",4.7,,,,,,,,,,
2019,Honda,Civic LX,Used,"$25,950 ",4.9,,,,,,,,,,
2019,Honda,Accord Hybrid EX,Used,"$24,000 ",5,,,,,,,,,,
2016,Honda,Civic LX,Used,"$15,999 ",4.2,,,,,,,,,,
2018,Honda,Accord Touring,Used,"$27,215 ",4.3,,,,,,,,,,
2022,Honda,Civic Sport,Honda Certified,"$28,990 ",5,,,,,,,,,,
2016,Honda,Civic EX-T,Used,"$16,970 ",4.3,,,,,,,,,,
2019,Honda,Civic EX,Honda Certified,"$21,993 ",3.9,,,,,,,,,,
2020,Honda,HR-V LX,Used,"$21,185 ",4.2,,,,,,,,,,
2020,Honda,HR-V LX,Used,"$21,185 ",4.2,,,,,,,,,,
2011,Honda,CR-V EX,Used,"$11,000 ",4,,,,,,,,,,
2015,Honda,Civic EX,Used,"$12,539 ",4.1,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$30,645 ",4.8,,,,,,,,,,
2023,Honda,Ridgeline RTL,New,"$40,821 ",4.8,,,,,,,,,,
2021,Honda,Pilot Elite,Used,"$36,800 ",4.9,,,,,,,,,,
2019,Honda,Odyssey EX-L,Used,"$34,950 ",4.6,,,,,,,,,,
2019,Honda,HR-V LX,Honda Certified,"$22,595 ",4.7,,,,,,,,,,
2022,Honda,Odyssey Elite,Honda Certified,"$45,995 ",4.7,,,,,,,,,,
2020,Honda,CR-V LX,Used,"$24,381 ",3.6,,,,,,,,,,
2023,Honda,Civic Sport,New,"$25,745 ",4.5,,,,,,,,,,
2019,Honda,Insight EX,Used,"$19,491 ",4.7,,,,,,,,,,
2019,Honda,Pilot LX,Used,"$28,429 ",4.7,,,,,,,,,,
2020,Honda,Passport Elite,Used,"$36,990 ",4.8,,,,,,,,,,
2019,Honda,Passport EX-L,Used,"$31,990 ",4.8,,,,,,,,,,
2021,Honda,Passport EX-L,Used,"$34,500 ",4.8,,,,,,,,,,
2022,Honda,Ridgeline Black Edition,Used,"$38,400 ",4.3,,,,,,,,,,
2023,Honda,Ridgeline RTL-E,New,"$46,075 ",4.8,,,,,,,,,,
2017,Honda,Pilot LX,Used,"$26,287 ",5,,,,,,,,,,
2023,Honda,CR-V EX-L,New,"$37,510 ",4,,,,,,,,,,
2023,Honda,CR-V EX,New,"$34,250 ",5,,,,,,,,,,
2022,Honda,Civic Touring,Used,"$29,299 ",4.6,,,,,,,,,,
2018,Honda,Civic EX-T,Used,"$19,900 ",4.4,,,,,,,,,,
2019,Honda,Civic LX,Honda Certified,"$20,229 ",4.6,,,,,,,,,,
2023,Honda,HR-V EX-L,New,"$30,645 ",4.8,,,,,,,,,,
2022,Honda,Accord Sport 1.5T,New,"$30,075 ",4.8,,,,,,,,,,
2020,Honda,Odyssey EX-L,Honda Certified,"$34,545 ",4.8,,,,,,,,,,
2022,Honda,Passport EX-L,New,"$44,291 ",4.6,,,,,,,,,,
